gene_symbol	source	source_group	label_type	priority_axis	is_positive	is_validation_source	notes
SLC6A4	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC6A5	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC6A9	chembl_clinical	drug	database_evidence	clinical	1	1	
SLC9A3	chembl_clinical	drug	database_evidence	clinical	1	1	
SLK	chembl_clinical	drug	database_evidence	clinical	1	1	
SMN1	chembl_clinical	drug	database_evidence	clinical	1	1	
SMN2	chembl_clinical	drug	database_evidence	clinical	1	1	
SMO	chembl_clinical	drug	database_evidence	clinical	1	1	
SNAP25	chembl_clinical	drug	database_evidence	clinical	1	1	
SNCA	chembl_clinical	drug	database_evidence	clinical	1	1	
SOAT1	chembl_clinical	drug	database_evidence	clinical	1	1	
SOAT2	chembl_clinical	drug	database_evidence	clinical	1	1	
SOST	chembl_clinical	drug	database_evidence	clinical	1	1	
SPHK2	chembl_clinical	drug	database_evidence	clinical	1	1	
SPP1	chembl_clinical	drug	database_evidence	clinical	1	1	
SPR	chembl_clinical	drug	database_evidence	clinical	1	1	
SRC	chembl_clinical	drug	database_evidence	clinical	1	1	
SRD5A1	chembl_clinical	drug	database_evidence	clinical	1	1	
SRD5A2	chembl_clinical	drug	database_evidence	clinical	1	1	
SRD5A3	chembl_clinical	drug	database_evidence	clinical	1	1	
SRMS	chembl_clinical	drug	database_evidence	clinical	1	1	
SSTR1	chembl_clinical	drug	database_evidence	clinical	1	1	
SSTR2	chembl_clinical	drug	database_evidence	clinical	1	1	
SSTR3	chembl_clinical	drug	database_evidence	clinical	1	1	
SSTR4	chembl_clinical	drug	database_evidence	clinical	1	1	
SSTR5	chembl_clinical	drug	database_evidence	clinical	1	1	
STAR	chembl_clinical	drug	database_evidence	clinical	1	1	
STEAP1	chembl_clinical	drug	database_evidence	clinical	1	1	
STING1	chembl_clinical	drug	database_evidence	clinical	1	1	
STS	chembl_clinical	drug	database_evidence	clinical	1	1	
STXB	chembl_clinical	drug	database_evidence	clinical	1	1	
SV2A	chembl_clinical	drug	database_evidence	clinical	1	1	
SV2B	chembl_clinical	drug	database_evidence	clinical	1	1	
SV2C	chembl_clinical	drug	database_evidence	clinical	1	1	
SYK	chembl_clinical	drug	database_evidence	clinical	1	1	
SYNDECAN-1	chembl_clinical	drug	database_evidence	clinical	1	1	
TAAR1	chembl_clinical	drug	database_evidence	clinical	1	1	
TACR1	chembl_clinical	drug	database_evidence	clinical	1	1	
TACR2	chembl_clinical	drug	database_evidence	clinical	1	1	
TACR3	chembl_clinical	drug	database_evidence	clinical	1	1	
TACSTD1	chembl_clinical	drug	database_evidence	clinical	1	1	
TACSTD2	chembl_clinical	drug	database_evidence	clinical	1	1	
TANKYRASE-1	chembl_clinical	drug	database_evidence	clinical	1	1	
TANKYRASE-2	chembl_clinical	drug	database_evidence	clinical	1	1	
TAT	chembl_clinical	drug	database_evidence	clinical	1	1	
TBXA2R	chembl_clinical	drug	database_evidence	clinical	1	1	
TBXAS1	chembl_clinical	drug	database_evidence	clinical	1	1	
TCDA	chembl_clinical	drug	database_evidence	clinical	1	1	
TCDB	chembl_clinical	drug	database_evidence	clinical	1	1	
TDGF1	chembl_clinical	drug	database_evidence	clinical	1	1	
TEC	chembl_clinical	drug	database_evidence	clinical	1	1	
TEK	chembl_clinical	drug	database_evidence	clinical	1	1	
TENASCIN	chembl_clinical	drug	database_evidence	clinical	1	1	
TERT	chembl_clinical	drug	database_evidence	clinical	1	1	
TFPI	chembl_clinical	drug	database_evidence	clinical	1	1	
TFR2	chembl_clinical	drug	database_evidence	clinical	1	1	
TFRC	chembl_clinical	drug	database_evidence	clinical	1	1	
TGFA	chembl_clinical	drug	database_evidence	clinical	1	1	
TGFB1	chembl_clinical	drug	database_evidence	clinical	1	1	
TGFB2	chembl_clinical	drug	database_evidence	clinical	1	1	
TGFB3	chembl_clinical	drug	database_evidence	clinical	1	1	
TGFBR1	chembl_clinical	drug	database_evidence	clinical	1	1	
TH	chembl_clinical	drug	database_evidence	clinical	1	1	
THIOREDOXIN	chembl_clinical	drug	database_evidence	clinical	1	1	
THRA	chembl_clinical	drug	database_evidence	clinical	1	1	
THRB	chembl_clinical	drug	database_evidence	clinical	1	1	
THYA	chembl_clinical	drug	database_evidence	clinical	1	1	
TIE1	chembl_clinical	drug	database_evidence	clinical	1	1	
TIGIT	chembl_clinical	drug	database_evidence	clinical	1	1	
TKT	chembl_clinical	drug	database_evidence	clinical	1	1	
TLR2	chembl_clinical	drug	database_evidence	clinical	1	1	
TLR3	chembl_clinical	drug	database_evidence	clinical	1	1	
TLR4	chembl_clinical	drug	database_evidence	clinical	1	1	
TLR5	chembl_clinical	drug	database_evidence	clinical	1	1	
TLR7	chembl_clinical	drug	database_evidence	clinical	1	1	
TLR8	chembl_clinical	drug	database_evidence	clinical	1	1	
TLR9	chembl_clinical	drug	database_evidence	clinical	1	1	
TMEM173	chembl_clinical	drug	database_evidence	clinical	1	1	
TMP1	chembl_clinical	drug	database_evidence	clinical	1	1	
TNC	chembl_clinical	drug	database_evidence	clinical	1	1	
TNF	chembl_clinical	drug	database_evidence	clinical	1	1	
TNFRSF10A	chembl_clinical	drug	database_evidence	clinical	1	1	
TNFRSF10B	chembl_clinical	drug	database_evidence	clinical	1	1	
TNFRSF12A	chembl_clinical	drug	database_evidence	clinical	1	1	
TNFRSF13C	chembl_clinical	drug	database_evidence	clinical	1	1	
TNFRSF17	chembl_clinical	drug	database_evidence	clinical	1	1	
TNFRSF18	chembl_clinical	drug	database_evidence	clinical	1	1	
TNFRSF1A	chembl_clinical	drug	database_evidence	clinical	1	1	
TNFRSF4	chembl_clinical	drug	database_evidence	clinical	1	1	
TNFRSF8	chembl_clinical	drug	database_evidence	clinical	1	1	
TNFRSF9	chembl_clinical	drug	database_evidence	clinical	1	1	
TNFSF11	chembl_clinical	drug	database_evidence	clinical	1	1	
TNFSF12	chembl_clinical	drug	database_evidence	clinical	1	1	
TNFSF13	chembl_clinical	drug	database_evidence	clinical	1	1	
TNFSF13B	chembl_clinical	drug	database_evidence	clinical	1	1	
TNFSF14	chembl_clinical	drug	database_evidence	clinical	1	1	
TNFSF4	chembl_clinical	drug	database_evidence	clinical	1	1	
TNKS	chembl_clinical	drug	database_evidence	clinical	1	1	
TNKS2	chembl_clinical	drug	database_evidence	clinical	1	1	
TNNC1	chembl_clinical	drug	database_evidence	clinical	1	1	
TNNC2	chembl_clinical	drug	database_evidence	clinical	1	1	
TNNI2	chembl_clinical	drug	database_evidence	clinical	1	1	
TNNI3	chembl_clinical	drug	database_evidence	clinical	1	1	
TNNT2	chembl_clinical	drug	database_evidence	clinical	1	1	
TNNT3	chembl_clinical	drug	database_evidence	clinical	1	1	
TOP1	chembl_clinical	drug	database_evidence	clinical	1	1	
TOP2A	chembl_clinical	drug	database_evidence	clinical	1	1	
TOP2B	chembl_clinical	drug	database_evidence	clinical	1	1	
TOPB	chembl_clinical	drug	database_evidence	clinical	1	1	
TOXB	chembl_clinical	drug	database_evidence	clinical	1	1	
TP53	chembl_clinical	drug	database_evidence	clinical	1	1	
TPBG	chembl_clinical	drug	database_evidence	clinical	1	1	
TPH1	chembl_clinical	drug	database_evidence	clinical	1	1	
TPH2	chembl_clinical	drug	database_evidence	clinical	1	1	
TPO	chembl_clinical	drug	database_evidence	clinical	1	1	
TRAC	chembl_clinical	drug	database_evidence	clinical	1	1	
TRAF3IP2	chembl_clinical	drug	database_evidence	clinical	1	1	
TRANSCRIPTASE	chembl_clinical	drug	database_evidence	clinical	1	1	
TRANSTHYRETIN	chembl_clinical	drug	database_evidence	clinical	1	1	
TRAV29DV5	chembl_clinical	drug	database_evidence	clinical	1	1	
TRBV7-9	chembl_clinical	drug	database_evidence	clinical	1	1	
TREM1	chembl_clinical	drug	database_evidence	clinical	1	1	
TRGV3	chembl_clinical	drug	database_evidence	clinical	1	1	
TRHR	chembl_clinical	drug	database_evidence	clinical	1	1	
TRM1	chembl_clinical	drug	database_evidence	clinical	1	1	
TRM2	chembl_clinical	drug	database_evidence	clinical	1	1	
TRM3	chembl_clinical	drug	database_evidence	clinical	1	1	
TRPA1	chembl_clinical	drug	database_evidence	clinical	1	1	
TRPM8	chembl_clinical	drug	database_evidence	clinical	1	1	
TRPV1	chembl_clinical	drug	database_evidence	clinical	1	1	
TRPV3	chembl_clinical	drug	database_evidence	clinical	1	1	
TRPV4	chembl_clinical	drug	database_evidence	clinical	1	1	
TSG101	chembl_clinical	drug	database_evidence	clinical	1	1	
TSHR	chembl_clinical	drug	database_evidence	clinical	1	1	
TSLP	chembl_clinical	drug	database_evidence	clinical	1	1	
TSPO	chembl_clinical	drug	database_evidence	clinical	1	1	
TTK	chembl_clinical	drug	database_evidence	clinical	1	1	
TTR	chembl_clinical	drug	database_evidence	clinical	1	1	
TUB2	chembl_clinical	drug	database_evidence	clinical	1	1	
TUBA1A	chembl_clinical	drug	database_evidence	clinical	1	1	
TUBA1B	chembl_clinical	drug	database_evidence	clinical	1	1	
TUBA1C	chembl_clinical	drug	database_evidence	clinical	1	1	
TUBA3C	chembl_clinical	drug	database_evidence	clinical	1	1	
TUBA3E	chembl_clinical	drug	database_evidence	clinical	1	1	
TUBA4A	chembl_clinical	drug	database_evidence	clinical	1	1	
TUBB	chembl_clinical	drug	database_evidence	clinical	1	1	
TUBB1	chembl_clinical	drug	database_evidence	clinical	1	1	
TUBB2A	chembl_clinical	drug	database_evidence	clinical	1	1	
TUBB2B	chembl_clinical	drug	database_evidence	clinical	1	1	
TUBB2C	chembl_clinical	drug	database_evidence	clinical	1	1	
TUBB3	chembl_clinical	drug	database_evidence	clinical	1	1	
TUBB4	chembl_clinical	drug	database_evidence	clinical	1	1	
TUBB4A	chembl_clinical	drug	database_evidence	clinical	1	1	
TUBB4B	chembl_clinical	drug	database_evidence	clinical	1	1	
TUBB6	chembl_clinical	drug	database_evidence	clinical	1	1	
TUBB8	chembl_clinical	drug	database_evidence	clinical	1	1	
TUBB8B	chembl_clinical	drug	database_evidence	clinical	1	1	
TUF1	chembl_clinical	drug	database_evidence	clinical	1	1	
TXK	chembl_clinical	drug	database_evidence	clinical	1	1	
TXN	chembl_clinical	drug	database_evidence	clinical	1	1	
TXNRD1	chembl_clinical	drug	database_evidence	clinical	1	1	
TYK2	chembl_clinical	drug	database_evidence	clinical	1	1	
TYMP	chembl_clinical	drug	database_evidence	clinical	1	1	
TYMS	chembl_clinical	drug	database_evidence	clinical	1	1	
TYR	chembl_clinical	drug	database_evidence	clinical	1	1	
TYROSINASE	chembl_clinical	drug	database_evidence	clinical	1	1	
TYRP1	chembl_clinical	drug	database_evidence	clinical	1	1	
UBA3	chembl_clinical	drug	database_evidence	clinical	1	1	
UBA6	chembl_clinical	drug	database_evidence	clinical	1	1	
UGCG	chembl_clinical	drug	database_evidence	clinical	1	1	
UL97	chembl_clinical	drug	database_evidence	clinical	1	1	
UMPS	chembl_clinical	drug	database_evidence	clinical	1	1	
UREA	chembl_clinical	drug	database_evidence	clinical	1	1	
UREB	chembl_clinical	drug	database_evidence	clinical	1	1	
UREC	chembl_clinical	drug	database_evidence	clinical	1	1	
UTRN	chembl_clinical	drug	database_evidence	clinical	1	1	
UTROPHIN	chembl_clinical	drug	database_evidence	clinical	1	1	
UTS2R	chembl_clinical	drug	database_evidence	clinical	1	1	
VAMP2	chembl_clinical	drug	database_evidence	clinical	1	1	
VDR	chembl_clinical	drug	database_evidence	clinical	1	1	
VEGFA	chembl_clinical	drug	database_evidence	clinical	1	1	
VEGFB	chembl_clinical	drug	database_evidence	clinical	1	1	
VEGFC	chembl_clinical	drug	database_evidence	clinical	1	1	
VEGFR2	chembl_clinical	drug	database_evidence	clinical	1	1	
VIM	chembl_clinical	drug	database_evidence	clinical	1	1	
VKORC1	chembl_clinical	drug	database_evidence	clinical	1	1	
VSSC	chembl_clinical	drug	database_evidence	clinical	1	1	
VWF	chembl_clinical	drug	database_evidence	clinical	1	1	
WEE1	chembl_clinical	drug	database_evidence	clinical	1	1	
WT1	chembl_clinical	drug	database_evidence	clinical	1	1	
XDH	chembl_clinical	drug	database_evidence	clinical	1	1	
XPNPEP1	chembl_clinical	drug	database_evidence	clinical	1	1	
XPNPEP2	chembl_clinical	drug	database_evidence	clinical	1	1	
XPNPEP3	chembl_clinical	drug	database_evidence	clinical	1	1	
XPO1	chembl_clinical	drug	database_evidence	clinical	1	1	
YES1	chembl_clinical	drug	database_evidence	clinical	1	1	
YKGM	chembl_clinical	drug	database_evidence	clinical	1	1	
YKGO	chembl_clinical	drug	database_evidence	clinical	1	1	
ZNF225	chembl_clinical	drug	database_evidence	clinical	1	1	
BRCA1	known_biomarker	biomarker	known_target	clinical	1	1	
BRCA2	known_biomarker	biomarker	known_target	clinical	1	1	
MLH1	known_biomarker	biomarker	known_target	clinical	1	1	
MSH2	known_biomarker	biomarker	known_target	clinical	1	1	
MSH6	known_biomarker	biomarker	known_target	clinical	1	1	
NTRK1	known_biomarker	biomarker	known_target	clinical	1	1	
NTRK2	known_biomarker	biomarker	known_target	clinical	1	1	
NTRK3	known_biomarker	biomarker	known_target	clinical	1	1	
PALB2	known_biomarker	biomarker	known_target	clinical	1	1	
PMS2	known_biomarker	biomarker	known_target	clinical	1	1	
BRAF	known_direct_drug	drug	known_target	clinical	1	1	
EGFR	known_direct_drug	drug	known_target	clinical	1	1	
ERBB2	known_direct_drug	drug	known_target	clinical	1	1	
NTRK1	known_direct_drug	drug	known_target	clinical	1	1	
NTRK2	known_direct_drug	drug	known_target	clinical	1	1	
NTRK3	known_direct_drug	drug	known_target	clinical	1	1	
PARP1	known_direct_drug	drug	known_target	clinical	1	1	
PARP2	known_direct_drug	drug	known_target	clinical	1	1	
ABI1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ABL1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ABL2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ABO	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ACVR1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ACVR1B	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ACVR2A	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
AFDN	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
AFF3	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
AFF4	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
AKT2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ALK	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
APC	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
AR	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ARHGAP26	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ARHGEF12	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ARID1A	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ARID1B	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ARID2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ARNT	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ASXL1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ATF1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ATM	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ATP2B3	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ATR	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ATRX	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
AXIN1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
AXIN2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BAP1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BARD1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BCAR1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BCL11A	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BCL11B	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BCL2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BCL6	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BCL9	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BCL9L	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BCOR	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BCORL1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BLM	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BMPR1A	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BRAF	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BRCA1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BRCA2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BRD3	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BRIP1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
BTK	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
C11ORF65	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CACNA1D	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CALR	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CAMTA1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CARD11	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CARS1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CASP8	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CBFA2T3	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CBFB	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CBL	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CBLB	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CCDC6	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CCND1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CCND2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CCND3	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CD274	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CD74	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CDC73	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CDH1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CDH11	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CDK12	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CDK4	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CDK6	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CDKN2A	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CDX2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CHD4	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CHEK2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CIC	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CLTCL1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CNOT3	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CREB1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CREB3L2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CREBBP	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CRTC1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CSF1R	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CSF3R	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CSMD3	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CTCF	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CTNNB1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CTRB1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CTRB2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CUX1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
CXCR4	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
DDR2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
DDX10	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
DDX3X	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
DEK	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
DICER1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
DNM2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
DNMT3A	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
DOK2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
DROSHA	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
EBF1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
EGFR	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
EIF3E	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ELF4	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ELK4	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
EP300	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
EPAS1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
EPS15	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ERBB2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ERBB3	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ERBB4	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ERCC2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ERCC3	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ERCC4	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ERCC5	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ERG	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ESR1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ETAA1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ETNK1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ETV1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ETV5	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
ETV6	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
EXT1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
EXT2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
EZH2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FANCA	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FANCC	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FANCD2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FANCE	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FANCG	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FAT1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FAT4	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FBXO11	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FBXW7	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FCRL4	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FGFR1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FGFR2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FGFR3	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FGFR4	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FH	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FHIT	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FLI1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FLT1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FLT3	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FLT4	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FOXO1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FOXO3	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FOXP1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
FUBP1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
GATA3	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
GNA11	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
GNAQ	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
GNAS	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
GPC3	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
GRIN2A	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
HERPUD1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
HGF	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
HIP1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
HLF	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
HMGA2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
HNF1B	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
HNRNPA2B1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
IDH1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
IDH2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
IKBKB	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
IKZF1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
IKZF3	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
IL6ST	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
IL7R	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
JAK1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
JAK2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
JAK3	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
KAT6A	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
KAT6B	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
KDM5A	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
KDM5C	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
KDM6A	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
KDR	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
KEAP1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
KIT	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
KMT2A	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
KMT2C	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
KMT2D	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
KNL1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
KRAS	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
LATS1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
LATS2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
LCK	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
LEF1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
LMO1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
LMO2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
LPP	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
LRIG3	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
LRP1B	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
LZTR1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
MAFB	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
MALT1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
MAML2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
MAP2K1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
MAP2K2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
MAP2K4	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
MAP3K1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
MAP3K13	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
MAPK1	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
MAX	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
MDM2	opentargets_high_evidence	platform	database_evidence	clinical	1	1	
