gene_symbol	clinical_positive	discovery_positive	positive_source_count	clinical_sources	discovery_sources	heldout_eligible_sources
RPLR	1	0	1	chembl_clinical		chembl_clinical
RPLS	1	0	1	chembl_clinical		chembl_clinical
RPLT	1	0	1	chembl_clinical		chembl_clinical
RPLU	1	0	1	chembl_clinical		chembl_clinical
RPLV	1	0	1	chembl_clinical		chembl_clinical
RPLW	1	0	1	chembl_clinical		chembl_clinical
RPLX	1	0	1	chembl_clinical		chembl_clinical
RPLY	1	0	1	chembl_clinical		chembl_clinical
RPMA	1	0	1	chembl_clinical		chembl_clinical
RPMB	1	0	1	chembl_clinical		chembl_clinical
RPMB1	1	0	1	chembl_clinical		chembl_clinical
RPMB2	1	0	1	chembl_clinical		chembl_clinical
RPMC	1	0	1	chembl_clinical		chembl_clinical
RPMD	1	0	1	chembl_clinical		chembl_clinical
RPME	1	0	1	chembl_clinical		chembl_clinical
RPME2	1	0	1	chembl_clinical		chembl_clinical
RPMF	1	0	1	chembl_clinical		chembl_clinical
RPMG	1	0	1	chembl_clinical		chembl_clinical
RPMG1	1	0	1	chembl_clinical		chembl_clinical
RPMG2	1	0	1	chembl_clinical		chembl_clinical
RPMG3	1	0	1	chembl_clinical		chembl_clinical
RPMH	1	0	1	chembl_clinical		chembl_clinical
RPMI	1	0	1	chembl_clinical		chembl_clinical
RPMJ	1	0	1	chembl_clinical		chembl_clinical
RPMJ2	1	0	1	chembl_clinical		chembl_clinical
RPOA	1	0	1	chembl_clinical		chembl_clinical
RPOB	1	0	1	chembl_clinical		chembl_clinical
RPOC	1	0	1	chembl_clinical		chembl_clinical
RPOZ	1	0	1	chembl_clinical		chembl_clinical
RPS10	1	0	1	chembl_clinical		chembl_clinical
RPS11	1	0	1	chembl_clinical		chembl_clinical
RPS12	1	0	1	chembl_clinical		chembl_clinical
RPS13	1	0	1	chembl_clinical		chembl_clinical
RPS14	1	0	1	chembl_clinical		chembl_clinical
RPS15	1	0	1	chembl_clinical		chembl_clinical
RPS15A	1	0	1	chembl_clinical		chembl_clinical
RPS16	1	0	1	chembl_clinical		chembl_clinical
RPS17	1	0	1	chembl_clinical		chembl_clinical
RPS18	1	0	1	chembl_clinical		chembl_clinical
RPS19	1	0	1	chembl_clinical		chembl_clinical
RPS2	1	0	1	chembl_clinical		chembl_clinical
RPS20	1	0	1	chembl_clinical		chembl_clinical
RPS21	1	0	1	chembl_clinical		chembl_clinical
RPS23	1	0	1	chembl_clinical		chembl_clinical
RPS24	1	0	1	chembl_clinical		chembl_clinical
RPS25	1	0	1	chembl_clinical		chembl_clinical
RPS26	1	0	1	chembl_clinical		chembl_clinical
RPS27	1	0	1	chembl_clinical		chembl_clinical
RPS27A	1	0	1	chembl_clinical		chembl_clinical
RPS28	1	0	1	chembl_clinical		chembl_clinical
RPS29	1	0	1	chembl_clinical		chembl_clinical
RPS3	1	0	1	chembl_clinical		chembl_clinical
RPS3A	1	0	1	chembl_clinical		chembl_clinical
RPS4X	1	0	1	chembl_clinical		chembl_clinical
RPS4Y1	1	0	1	chembl_clinical		chembl_clinical
RPS5	1	0	1	chembl_clinical		chembl_clinical
RPS6	1	0	1	chembl_clinical		chembl_clinical
RPS6KA1	1	0	1	chembl_clinical		chembl_clinical
RPS6KA2	1	0	1	chembl_clinical		chembl_clinical
RPS6KA3	1	0	1	chembl_clinical		chembl_clinical
RPS6KA6	1	0	1	chembl_clinical		chembl_clinical
RPS6KB1	1	0	1	chembl_clinical		chembl_clinical
RPS6KB2	1	0	1	chembl_clinical		chembl_clinical
RPS7	1	0	1	chembl_clinical		chembl_clinical
RPS8	1	0	1	chembl_clinical		chembl_clinical
RPS9	1	0	1	chembl_clinical		chembl_clinical
RPSA	1	0	1	chembl_clinical		chembl_clinical
RPSB	1	0	1	chembl_clinical		chembl_clinical
RPSC	1	0	1	chembl_clinical		chembl_clinical
RPSD	1	0	1	chembl_clinical		chembl_clinical
RPSE	1	0	1	chembl_clinical		chembl_clinical
RPSF	1	0	1	chembl_clinical		chembl_clinical
RPSG	1	0	1	chembl_clinical		chembl_clinical
RPSH	1	0	1	chembl_clinical		chembl_clinical
RPSI	1	0	1	chembl_clinical		chembl_clinical
RPSJ	1	0	1	chembl_clinical		chembl_clinical
RPSK	1	0	1	chembl_clinical		chembl_clinical
RPSL	1	0	1	chembl_clinical		chembl_clinical
RPSM	1	0	1	chembl_clinical		chembl_clinical
RPSN	1	0	1	chembl_clinical		chembl_clinical
RPSO	1	0	1	chembl_clinical		chembl_clinical
RPSP	1	0	1	chembl_clinical		chembl_clinical
RPSQ	1	0	1	chembl_clinical		chembl_clinical
RPSR	1	0	1	chembl_clinical		chembl_clinical
RPSR1	1	0	1	chembl_clinical		chembl_clinical
RPSR2	1	0	1	chembl_clinical		chembl_clinical
RPSS	1	0	1	chembl_clinical		chembl_clinical
RPST	1	0	1	chembl_clinical		chembl_clinical
RPSU	1	0	1	chembl_clinical		chembl_clinical
RPSZ	1	0	1	chembl_clinical		chembl_clinical
RPTOR	1	0	1	chembl_clinical		chembl_clinical
RRAS2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RRM1	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
RRM2	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
RRM2B	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
RRP1	1	0	1	chembl_clinical		chembl_clinical
RSPO2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RSPO3	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
RTN4	1	0	1	chembl_clinical		chembl_clinical
RUNX1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RUNX1T1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
RXFP1	1	0	1	chembl_clinical		chembl_clinical
RXFP2	1	0	1	chembl_clinical		chembl_clinical
RXRA	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
RXRB	1	0	1	chembl_clinical		chembl_clinical
RXRG	1	0	1	chembl_clinical		chembl_clinical
RYR1	1	0	1	chembl_clinical		chembl_clinical
RYR3	1	0	1	chembl_clinical		chembl_clinical
S100P	0	1	1		curated_literature:Nwosu2025	curated_literature:Nwosu2025
S1PR1	1	0	1	chembl_clinical		chembl_clinical
S1PR2	1	0	1	chembl_clinical		chembl_clinical
S1PR3	1	0	1	chembl_clinical		chembl_clinical
S1PR4	1	0	1	chembl_clinical		chembl_clinical
S1PR5	1	0	1	chembl_clinical		chembl_clinical
SBDS	1	0	1	opentargets_high_evidence		opentargets_high_evidence
SCG2	1	0	1	chembl_clinical		chembl_clinical
SCLEROSTIN	1	0	1	chembl_clinical		chembl_clinical
SCN10A	1	0	1	chembl_clinical		chembl_clinical
SCN11A	1	0	1	chembl_clinical		chembl_clinical
SCN1A	1	0	1	chembl_clinical		chembl_clinical
SCN2A	1	0	1	chembl_clinical		chembl_clinical
SCN3A	1	0	1	chembl_clinical		chembl_clinical
SCN4A	1	0	1	chembl_clinical		chembl_clinical
SCN5A	1	0	1	chembl_clinical		chembl_clinical
SCN7A	1	0	1	chembl_clinical		chembl_clinical
SCN8A	1	0	1	chembl_clinical		chembl_clinical
SCN9A	1	0	1	chembl_clinical		chembl_clinical
SCNN1A	1	0	1	chembl_clinical		chembl_clinical
SCNN1B	1	0	1	chembl_clinical		chembl_clinical
SCNN1G	1	0	1	chembl_clinical		chembl_clinical
SCTR	1	0	1	chembl_clinical		chembl_clinical
SDC1	1	0	1	chembl_clinical		chembl_clinical
SDC4	1	0	1	chembl_clinical		chembl_clinical
SDHA	1	0	1	opentargets_high_evidence		opentargets_high_evidence
SDHC	1	0	1	opentargets_high_evidence		opentargets_high_evidence
SDHD	1	0	1	opentargets_high_evidence		opentargets_high_evidence
SDK1	1	0	1	chembl_clinical		chembl_clinical
SELE	1	0	1	chembl_clinical		chembl_clinical
SELL	1	0	1	chembl_clinical		chembl_clinical
SELP	1	0	1	chembl_clinical		chembl_clinical
SELPLG	1	0	1	chembl_clinical		chembl_clinical
SEM1	1	0	1	chembl_clinical		chembl_clinical
SEMA4D	1	0	1	chembl_clinical		chembl_clinical
SEMAPHORIN-4D	1	0	1	chembl_clinical		chembl_clinical
SERPINC1	1	0	1	chembl_clinical		chembl_clinical
SERPINE1	1	0	1	chembl_clinical		chembl_clinical
SERPING1	1	0	1	chembl_clinical		chembl_clinical
SETBP1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
SETD2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
SF3B1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
SHFM1	1	0	1	chembl_clinical		chembl_clinical
SHOC2	0	1	1		article_context_literature:guo2025	article_context_literature:guo2025
SI	1	0	1	chembl_clinical		chembl_clinical
SIGLEC10	1	0	1	chembl_clinical		chembl_clinical
SIGLEC8	1	0	1	chembl_clinical		chembl_clinical
SIGMAR1	1	0	1	chembl_clinical		chembl_clinical
SILV	1	0	1	chembl_clinical		chembl_clinical
SIRT1	1	0	1	chembl_clinical		chembl_clinical
SIS	1	0	1	chembl_clinical		chembl_clinical
SLAMF7	1	0	1	chembl_clinical		chembl_clinical
SLC10A1	1	0	1	chembl_clinical		chembl_clinical
SLC10A2	1	0	1	chembl_clinical		chembl_clinical
SLC12A1	1	0	1	chembl_clinical		chembl_clinical
SLC12A3	1	0	1	chembl_clinical		chembl_clinical
SLC18A2	1	0	1	chembl_clinical		chembl_clinical
SLC22A11	1	0	1	chembl_clinical		chembl_clinical
SLC22A12	1	0	1	chembl_clinical		chembl_clinical
SLC22A6	1	0	1	chembl_clinical		chembl_clinical
SLC22A8	1	0	1	chembl_clinical		chembl_clinical
SLC29A1	1	0	1	chembl_clinical		chembl_clinical
SLC2A1	0	1	1		curated_literature:Nwosu2025	curated_literature:Nwosu2025
SLC30A6	0	1	2		article_context_literature:slc2025;curated_literature:SLC2025	article_context_literature:slc2025;curated_literature:SLC2025
SLC30A8	0	1	1		article_context_literature:slc2025	article_context_literature:slc2025
SLC34A2	1	0	1	chembl_clinical		chembl_clinical
SLC39A10	0	1	2		article_context_literature:slc2025;curated_literature:SLC2025	article_context_literature:slc2025;curated_literature:SLC2025
SLC39A6	1	0	1	chembl_clinical		chembl_clinical
SLC44A4	1	0	1	chembl_clinical		chembl_clinical
SLC5A1	1	0	1	chembl_clinical		chembl_clinical
SLC5A2	1	0	1	chembl_clinical		chembl_clinical
SLC5A3	0	1	1		article_context_literature:slc2025	article_context_literature:slc2025
SLC6A1	1	0	1	chembl_clinical		chembl_clinical
SLC6A14	0	1	2		article_context_literature:slc2025;curated_literature:Nwosu2025	article_context_literature:slc2025;curated_literature:Nwosu2025
SLC6A2	1	0	1	chembl_clinical		chembl_clinical
SLC6A3	1	0	1	chembl_clinical		chembl_clinical
SLC6A4	1	0	1	chembl_clinical		chembl_clinical
SLC6A5	1	0	1	chembl_clinical		chembl_clinical
SLC6A9	1	0	1	chembl_clinical		chembl_clinical
SLC7A11	0	1	1		article_context_literature:slc2025	article_context_literature:slc2025
SLC9A3	1	0	1	chembl_clinical		chembl_clinical
SLK	1	0	1	chembl_clinical		chembl_clinical
SMAD2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
SMAD3	1	0	1	opentargets_high_evidence		opentargets_high_evidence
SMAD4	1	1	3	opentargets_high_evidence	curated_literature:OpenTargets2025;known_pdac_driver	curated_literature:OpenTargets2025;known_pdac_driver;opentargets_high_evidence
SMARCA4	1	0	1	opentargets_high_evidence		opentargets_high_evidence
SMARCB1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
SMN1	1	0	1	chembl_clinical		chembl_clinical
SMN2	1	0	1	chembl_clinical		chembl_clinical
SMO	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
SNAP25	1	0	1	chembl_clinical		chembl_clinical
SNCA	1	0	1	chembl_clinical		chembl_clinical
SND1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
SOAT1	1	0	1	chembl_clinical		chembl_clinical
SOAT2	1	0	1	chembl_clinical		chembl_clinical
SOS1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
SOST	1	0	1	chembl_clinical		chembl_clinical
SPEN	1	0	1	opentargets_high_evidence		opentargets_high_evidence
SPHK2	1	0	1	chembl_clinical		chembl_clinical
SPOP	1	0	1	opentargets_high_evidence		opentargets_high_evidence
SPP1	1	0	1	chembl_clinical		chembl_clinical
SPR	1	0	1	chembl_clinical		chembl_clinical
SRC	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
SRD5A1	1	0	1	chembl_clinical		chembl_clinical
SRD5A2	1	0	1	chembl_clinical		chembl_clinical
SRD5A3	1	0	1	chembl_clinical		chembl_clinical
SRMS	1	0	1	chembl_clinical		chembl_clinical
SRSF3	1	0	1	opentargets_high_evidence		opentargets_high_evidence
SSTR1	1	0	1	chembl_clinical		chembl_clinical
SSTR2	1	0	1	chembl_clinical		chembl_clinical
SSTR3	1	0	1	chembl_clinical		chembl_clinical
SSTR4	1	0	1	chembl_clinical		chembl_clinical
SSTR5	1	0	1	chembl_clinical		chembl_clinical
STAG2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
STAR	1	0	1	chembl_clinical		chembl_clinical
STAT3	1	0	1	opentargets_high_evidence		opentargets_high_evidence
STAT5B	1	0	1	opentargets_high_evidence		opentargets_high_evidence
STEAP1	1	0	1	chembl_clinical		chembl_clinical
STING1	1	0	1	chembl_clinical		chembl_clinical
STK11	1	0	1	opentargets_high_evidence		opentargets_high_evidence
STN1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
STS	1	0	1	chembl_clinical		chembl_clinical
STXB	1	0	1	chembl_clinical		chembl_clinical
SUFU	1	0	1	opentargets_high_evidence		opentargets_high_evidence
SUZ12	1	0	1	opentargets_high_evidence		opentargets_high_evidence
SV2A	1	0	1	chembl_clinical		chembl_clinical
SV2B	1	0	1	chembl_clinical		chembl_clinical
SV2C	1	0	1	chembl_clinical		chembl_clinical
SVOPL	0	1	1		article_context_literature:slc2025	article_context_literature:slc2025
SYK	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
SYNDECAN-1	1	0	1	chembl_clinical		chembl_clinical
TAAR1	1	0	1	chembl_clinical		chembl_clinical
TACR1	1	0	1	chembl_clinical		chembl_clinical
TACR2	1	0	1	chembl_clinical		chembl_clinical
TACR3	1	0	1	chembl_clinical		chembl_clinical
TACSTD1	1	0	1	chembl_clinical		chembl_clinical
TACSTD2	1	1	2	chembl_clinical	curated_literature:Guo2025	chembl_clinical;curated_literature:Guo2025
TANKYRASE-1	1	0	1	chembl_clinical		chembl_clinical
TANKYRASE-2	1	0	1	chembl_clinical		chembl_clinical
TAT	1	0	1	chembl_clinical		chembl_clinical
TBL1XR1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
TBX3	1	0	1	opentargets_high_evidence		opentargets_high_evidence
TBXA2R	1	0	1	chembl_clinical		chembl_clinical
TBXAS1	1	0	1	chembl_clinical		chembl_clinical
TCDA	1	0	1	chembl_clinical		chembl_clinical
TCDB	1	0	1	chembl_clinical		chembl_clinical
TCF3	1	0	1	opentargets_high_evidence		opentargets_high_evidence
TCF7L2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
TDGF1	1	0	1	chembl_clinical		chembl_clinical
TEC	1	0	1	chembl_clinical		chembl_clinical
TEK	1	0	1	chembl_clinical		chembl_clinical
TENASCIN	1	0	1	chembl_clinical		chembl_clinical
TERT	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TET1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
TET2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
TFEB	1	0	1	opentargets_high_evidence		opentargets_high_evidence
TFPI	1	0	1	chembl_clinical		chembl_clinical
TFR2	1	0	1	chembl_clinical		chembl_clinical
TFRC	1	0	1	chembl_clinical		chembl_clinical
TGFA	1	0	1	chembl_clinical		chembl_clinical
TGFB1	1	0	1	chembl_clinical		chembl_clinical
TGFB2	1	0	1	chembl_clinical		chembl_clinical
TGFB3	1	0	1	chembl_clinical		chembl_clinical
TGFBR1	1	0	1	chembl_clinical		chembl_clinical
TGFBR2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
TH	1	0	1	chembl_clinical		chembl_clinical
THIOREDOXIN	1	0	1	chembl_clinical		chembl_clinical
THRA	1	0	1	chembl_clinical		chembl_clinical
THRB	1	0	1	chembl_clinical		chembl_clinical
THYA	1	0	1	chembl_clinical		chembl_clinical
TIE1	1	0	1	chembl_clinical		chembl_clinical
TIGIT	1	0	1	chembl_clinical		chembl_clinical
TKT	1	0	1	chembl_clinical		chembl_clinical
TLR2	1	0	1	chembl_clinical		chembl_clinical
TLR3	1	0	1	chembl_clinical		chembl_clinical
TLR4	1	0	1	chembl_clinical		chembl_clinical
TLR5	1	0	1	chembl_clinical		chembl_clinical
TLR7	1	0	1	chembl_clinical		chembl_clinical
TLR8	1	0	1	chembl_clinical		chembl_clinical
TLR9	1	0	1	chembl_clinical		chembl_clinical
TLX3	1	0	1	opentargets_high_evidence		opentargets_high_evidence
TM4SF1	0	1	1		curated_literature:Guo2025	curated_literature:Guo2025
TMEM173	1	0	1	chembl_clinical		chembl_clinical
TMP1	1	0	1	chembl_clinical		chembl_clinical
TMPRSS4	0	1	1		curated_literature:Nwosu2025	curated_literature:Nwosu2025
TNC	1	0	1	chembl_clinical		chembl_clinical
TNF	1	0	1	chembl_clinical		chembl_clinical
TNFRSF10A	1	0	1	chembl_clinical		chembl_clinical
TNFRSF10B	1	0	1	chembl_clinical		chembl_clinical
TNFRSF12A	1	0	1	chembl_clinical		chembl_clinical
TNFRSF13C	1	0	1	chembl_clinical		chembl_clinical
TNFRSF17	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TNFRSF18	1	0	1	chembl_clinical		chembl_clinical
TNFRSF1A	1	0	1	chembl_clinical		chembl_clinical
TNFRSF4	1	0	1	chembl_clinical		chembl_clinical
TNFRSF8	1	0	1	chembl_clinical		chembl_clinical
TNFRSF9	1	0	1	chembl_clinical		chembl_clinical
TNFSF11	1	0	1	chembl_clinical		chembl_clinical
TNFSF12	1	0	1	chembl_clinical		chembl_clinical
TNFSF13	1	0	1	chembl_clinical		chembl_clinical
TNFSF13B	1	0	1	chembl_clinical		chembl_clinical
TNFSF14	1	0	1	chembl_clinical		chembl_clinical
TNFSF4	1	0	1	chembl_clinical		chembl_clinical
TNKS	1	0	1	chembl_clinical		chembl_clinical
TNKS2	1	0	1	chembl_clinical		chembl_clinical
TNNC1	1	0	1	chembl_clinical		chembl_clinical
TNNC2	1	0	1	chembl_clinical		chembl_clinical
TNNI2	1	0	1	chembl_clinical		chembl_clinical
TNNI3	1	0	1	chembl_clinical		chembl_clinical
TNNT2	1	0	1	chembl_clinical		chembl_clinical
TNNT3	1	0	1	chembl_clinical		chembl_clinical
TOP1	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TOP2A	1	1	2	chembl_clinical	curated_literature:Savage2024	chembl_clinical;curated_literature:Savage2024
TOP2B	1	0	1	chembl_clinical		chembl_clinical
TOPB	1	0	1	chembl_clinical		chembl_clinical
TOX3	1	0	1	opentargets_high_evidence		opentargets_high_evidence
TOXB	1	0	1	chembl_clinical		chembl_clinical
TP53	1	1	4	chembl_clinical;opentargets_high_evidence	curated_literature:OpenTargets2025;known_pdac_driver	chembl_clinical;curated_literature:OpenTargets2025;known_pdac_driver;opentargets_high_evidence
TP63	1	0	1	opentargets_high_evidence		opentargets_high_evidence
TPBG	1	0	1	chembl_clinical		chembl_clinical
TPH1	1	0	1	chembl_clinical		chembl_clinical
TPH2	1	0	1	chembl_clinical		chembl_clinical
TPO	1	0	1	chembl_clinical		chembl_clinical
TRAC	1	0	1	chembl_clinical		chembl_clinical
TRAF3IP2	1	0	1	chembl_clinical		chembl_clinical
TRAF7	1	0	1	opentargets_high_evidence		opentargets_high_evidence
TRANSCRIPTASE	1	0	1	chembl_clinical		chembl_clinical
TRANSTHYRETIN	1	0	1	chembl_clinical		chembl_clinical
TRAV29DV5	1	0	1	chembl_clinical		chembl_clinical
TRBV7-9	1	0	1	chembl_clinical		chembl_clinical
TREM1	1	0	1	chembl_clinical		chembl_clinical
TRGV3	1	0	1	chembl_clinical		chembl_clinical
TRHR	1	0	1	chembl_clinical		chembl_clinical
TRIM24	1	0	1	opentargets_high_evidence		opentargets_high_evidence
TRIM33	1	0	1	opentargets_high_evidence		opentargets_high_evidence
TRM1	1	0	1	chembl_clinical		chembl_clinical
TRM2	1	0	1	chembl_clinical		chembl_clinical
TRM3	1	0	1	chembl_clinical		chembl_clinical
TRPA1	1	0	1	chembl_clinical		chembl_clinical
TRPM8	1	0	1	chembl_clinical		chembl_clinical
TRPV1	1	0	1	chembl_clinical		chembl_clinical
TRPV3	1	0	1	chembl_clinical		chembl_clinical
TRPV4	1	0	1	chembl_clinical		chembl_clinical
TRRAP	1	0	1	opentargets_high_evidence		opentargets_high_evidence
TSC2	1	0	1	opentargets_high_evidence		opentargets_high_evidence
TSG101	1	0	1	chembl_clinical		chembl_clinical
TSHR	1	0	1	chembl_clinical		chembl_clinical
TSLP	1	0	1	chembl_clinical		chembl_clinical
TSPO	1	0	1	chembl_clinical		chembl_clinical
TTK	1	0	1	chembl_clinical		chembl_clinical
TTR	1	0	1	chembl_clinical		chembl_clinical
TUB2	1	0	1	chembl_clinical		chembl_clinical
TUBA1A	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TUBA1B	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TUBA1C	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TUBA3C	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TUBA3E	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TUBA4A	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TUBB	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TUBB1	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TUBB2A	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TUBB2B	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TUBB2C	1	0	1	chembl_clinical		chembl_clinical
TUBB3	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TUBB4	1	0	1	chembl_clinical		chembl_clinical
TUBB4A	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TUBB4B	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TUBB6	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TUBB8	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TUBB8B	1	0	1	chembl_clinical		chembl_clinical
TUF1	1	0	1	chembl_clinical		chembl_clinical
TXK	1	0	1	chembl_clinical		chembl_clinical
TXN	1	0	1	chembl_clinical		chembl_clinical
TXNRD1	1	0	1	chembl_clinical		chembl_clinical
TYK2	1	0	1	chembl_clinical		chembl_clinical
TYMP	1	0	1	chembl_clinical		chembl_clinical
TYMS	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
TYR	1	0	1	chembl_clinical		chembl_clinical
TYROSINASE	1	0	1	chembl_clinical		chembl_clinical
TYRP1	1	0	1	chembl_clinical		chembl_clinical
U2AF1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
UBA3	1	0	1	chembl_clinical		chembl_clinical
UBA6	1	0	1	chembl_clinical		chembl_clinical
UBR5	1	0	1	opentargets_high_evidence		opentargets_high_evidence
UGCG	1	0	1	chembl_clinical		chembl_clinical
UL97	1	0	1	chembl_clinical		chembl_clinical
UMPS	1	0	1	chembl_clinical		chembl_clinical
UREA	1	0	1	chembl_clinical		chembl_clinical
UREB	1	0	1	chembl_clinical		chembl_clinical
UREC	1	0	1	chembl_clinical		chembl_clinical
USP6	1	0	1	opentargets_high_evidence		opentargets_high_evidence
USP8	1	0	1	opentargets_high_evidence		opentargets_high_evidence
UTRN	1	0	1	chembl_clinical		chembl_clinical
UTROPHIN	1	0	1	chembl_clinical		chembl_clinical
UTS2R	1	0	1	chembl_clinical		chembl_clinical
VAMP2	1	0	1	chembl_clinical		chembl_clinical
VDR	1	0	1	chembl_clinical		chembl_clinical
VEGFA	1	0	1	chembl_clinical		chembl_clinical
VEGFB	1	0	1	chembl_clinical		chembl_clinical
VEGFC	1	0	1	chembl_clinical		chembl_clinical
VEGFR2	1	0	1	chembl_clinical		chembl_clinical
VIM	1	0	1	chembl_clinical		chembl_clinical
VKORC1	1	0	1	chembl_clinical		chembl_clinical
VPS4A	0	1	2		article_context_literature:guo2025;curated_literature:Guo2025	article_context_literature:guo2025;curated_literature:Guo2025
VPS4B	0	1	2		article_context_literature:guo2025;curated_literature:Guo2025	article_context_literature:guo2025;curated_literature:Guo2025
VSSC	1	0	1	chembl_clinical		chembl_clinical
VWF	1	0	1	chembl_clinical		chembl_clinical
WAS	1	0	1	opentargets_high_evidence		opentargets_high_evidence
WEE1	1	1	2	chembl_clinical	known_dependency	chembl_clinical;known_dependency
WIF1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
WRN	1	1	2	opentargets_high_evidence	article_context_literature:guo2025	article_context_literature:guo2025;opentargets_high_evidence
WT1	1	0	2	chembl_clinical;opentargets_high_evidence		chembl_clinical;opentargets_high_evidence
WWTR1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
XDH	1	0	1	chembl_clinical		chembl_clinical
XPC	1	0	1	opentargets_high_evidence		opentargets_high_evidence
XPNPEP1	1	0	1	chembl_clinical		chembl_clinical
XPNPEP2	1	0	1	chembl_clinical		chembl_clinical
XPNPEP3	1	0	1	chembl_clinical		chembl_clinical
XPO1	1	0	1	chembl_clinical		chembl_clinical
YAP1	1	0	1	opentargets_high_evidence		opentargets_high_evidence
YES1	1	0	1	chembl_clinical		chembl_clinical
YKGM	1	0	1	chembl_clinical		chembl_clinical
YKGO	1	0	1	chembl_clinical		chembl_clinical
YWHAE	1	0	1	opentargets_high_evidence		opentargets_high_evidence
ZBTB16	1	0	1	opentargets_high_evidence		opentargets_high_evidence
ZFHX3	1	0	1	opentargets_high_evidence		opentargets_high_evidence
ZNF225	1	0	1	chembl_clinical		chembl_clinical
ZNF331	1	0	1	opentargets_high_evidence		opentargets_high_evidence
ZNF521	1	0	1	opentargets_high_evidence		opentargets_high_evidence

